date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:53	416218/416218	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/top.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/top.webp	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:54	322603/322603	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/about.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/about.webp	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:55	445531/445531	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/work.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/work.webp	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:55	2461/2461	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/typewriting-master/typewriting.js	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/typewriting-master/typewriting.js	(from https://sridhar-and-teams.web.app/assets/jerric/index.html)
14:24:55	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/assets/img/glasses.png	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/assets/img/glasses.png	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:24:55	12253/12253	---M-Z	200	added ('OK')	text/css	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/style.css	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/style.css	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:24:56	68028/68028	---MCZ	200	added ('OK')	text/css	etag:%22109bc-IH/O3L/2oFuyFxGxc9h5/AQWzS0%22	https://unpkg.com/boxicons@2.1.4/css/boxicons.min.css	C:/My%20Web%20Sites/sridharglowweb/unpkg.com/boxicons@2.1.4/css/boxicons.min.css	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:01	96820/96820	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/IMG_20220126_165306_026.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/IMG_20220126_165306_026.jpg	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:02	160111/160111	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/8.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/8.webp	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:03	190677/190677	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/1.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/1.webp	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:03	223217/223217	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/3.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/3.webp	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:04	368969/368969	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/7.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/7.webp	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:05	139187/139187	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/5.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/5.webp	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:05	180119/180119	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/6.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/6.webp	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:06	81019/81019	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/2.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/2.webp	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:06	47815/47815	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/img/IMG_20220926_221117_018.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/img/IMG_20220926_221117_018.jpg	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:06	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/typewriting-master/typewriting.js	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/typewriting-master/typewriting.js	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
14:25:07	148807/148807	---M-Z	200	added ('OK')	image/webp	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/6.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/6.webp	(from https://sridhar-and-teams.web.app/assets/jerric/assets/css/style.css)
14:25:08	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/img/6.webp	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/img/6.webp	(from https://sridhar-and-teams.web.app/assets/prem/style.css)
14:25:08	1808/1808	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/public/img/instagram.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/public/img/instagram.jpg	(from https://sridhar-and-teams.web.app/assets/prem/style.css)
14:25:08	1274250/1274250	---M-Z	200	added ('OK')	image/jpeg	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/jerric/assets/img/instagram.jpg	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/jerric/assets/img/instagram.jpg	(from https://sridhar-and-teams.web.app/assets/jerric/assets/css/style.css)
14:25:42	46508011/46508011	---M-Z	200	added ('OK')	video/mp4	date:Sun,%2023%20Oct%202022%2005:21:50%20GMT	https://sridhar-and-teams.web.app/assets/prem/top.mp4	C:/My%20Web%20Sites/sridharglowweb/sridhar-and-teams.web.app/assets/prem/top.mp4	(from https://sridhar-and-teams.web.app/assets/prem/index.html)
